item,price_date,avg_price
DDR5 16Gb (2Gx8) eTT,2026-05-26,22.5
DDR3 4Gb 512Mx8 1600/1866,2026-05-27,9.213
DDR4 16Gb (2Gx8) 3200,2026-05-27,61.333
DDR4 16Gb (2Gx8) eTT,2026-05-27,12.35
DDR4 8Gb (1Gx8) 3200,2026-05-27,33.6
DDR4 8Gb (1Gx8) eTT,2026-05-27,4.854
DDR5 16Gb (2Gx8) 4800/5600,2026-05-27,41.667
DDR5 16Gb (2Gx8) eTT,2026-05-27,22.5
DDR3 4Gb 512Mx8 1600/1866,2026-05-28,9.275
DDR4 16Gb (2Gx8) 3200,2026-05-28,61.595
DDR4 16Gb (2Gx8) eTT,2026-05-28,12.325
DDR4 8Gb (1Gx8) 3200,2026-05-28,33.8
DDR4 8Gb (1Gx8) eTT,2026-05-28,4.854
DDR5 16Gb (2Gx8) 4800/5600,2026-05-28,41.833
DDR5 16Gb (2Gx8) eTT,2026-05-28,22.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-01,9.475
DDR4 16Gb (2Gx8) 3200,2026-06-01,62.625
DDR4 16Gb (2Gx8) eTT,2026-06-01,12.275
DDR4 8Gb (1Gx8) 3200,2026-06-01,34.5
DDR4 8Gb (1Gx8) eTT,2026-06-01,4.882
DDR5 16Gb (2Gx8) 4800/5600,2026-06-01,42.267
DDR5 16Gb (2Gx8) eTT,2026-06-01,22.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-02,9.625
DDR4 16Gb (2Gx8) 3200,2026-06-02,63.0
DDR4 16Gb (2Gx8) eTT,2026-06-02,12.3
DDR4 8Gb (1Gx8) 3200,2026-06-02,34.8
DDR4 8Gb (1Gx8) eTT,2026-06-02,4.882
DDR5 16Gb (2Gx8) 4800/5600,2026-06-02,42.567
DDR5 16Gb (2Gx8) eTT,2026-06-02,22.6
DDR3 4Gb 512Mx8 1600/1866,2026-06-03,9.8
DDR4 16Gb (2Gx8) 3200,2026-06-03,63.5
DDR4 16Gb (2Gx8) eTT,2026-06-03,12.3
DDR4 8Gb (1Gx8) 3200,2026-06-03,35.12
DDR4 8Gb (1Gx8) eTT,2026-06-03,4.871
DDR5 16Gb (2Gx8) 4800/5600,2026-06-03,42.833
DDR5 16Gb (2Gx8) eTT,2026-06-03,22.65
DDR3 4Gb 512Mx8 1600/1866,2026-06-04,9.9
DDR4 16Gb (2Gx8) 3200,2026-06-04,63.75
DDR4 16Gb (2Gx8) eTT,2026-06-04,12.3
DDR4 8Gb (1Gx8) 3200,2026-06-04,35.42
DDR4 8Gb (1Gx8) eTT,2026-06-04,4.825
DDR5 16Gb (2Gx8) 4800/5600,2026-06-04,43.233
DDR5 16Gb (2Gx8) eTT,2026-06-04,22.65
DDR3 4Gb 512Mx8 1600/1866,2026-06-05,10.025
DDR4 16Gb (2Gx8) 3200,2026-06-05,64.125
DDR4 16Gb (2Gx8) eTT,2026-06-05,12.25
DDR4 8Gb (1Gx8) 3200,2026-06-05,35.5
DDR4 8Gb (1Gx8) eTT,2026-06-05,4.793
DDR5 16Gb (2Gx8) 4800/5600,2026-06-05,43.4
DDR5 16Gb (2Gx8) eTT,2026-06-05,22.7
DDR3 4Gb 512Mx8 1600/1866,2026-06-08,10.167
DDR4 16Gb (2Gx8) 3200,2026-06-08,64.375
DDR4 16Gb (2Gx8) eTT,2026-06-08,12.15
DDR4 8Gb (1Gx8) 3200,2026-06-08,35.7
DDR4 8Gb (1Gx8) eTT,2026-06-08,4.75
DDR5 16Gb (2Gx8) 4800/5600,2026-06-08,43.567
DDR5 16Gb (2Gx8) eTT,2026-06-08,22.7
DDR3 4Gb 512Mx8 1600/1866,2026-06-09,10.314
DDR4 16Gb (2Gx8) 3200,2026-06-09,64.875
DDR4 16Gb (2Gx8) eTT,2026-06-09,12.1
DDR4 8Gb (1Gx8) 3200,2026-06-09,35.9
DDR4 8Gb (1Gx8) eTT,2026-06-09,4.729
DDR5 16Gb (2Gx8) 4800/5600,2026-06-09,44.0
DDR5 16Gb (2Gx8) eTT,2026-06-09,22.8
DDR3 4Gb 512Mx8 1600/1866,2026-06-10,10.433
DDR4 16Gb (2Gx8) 3200,2026-06-10,65.55
DDR4 16Gb (2Gx8) eTT,2026-06-10,12.1
DDR4 8Gb (1Gx8) 3200,2026-06-10,35.9
DDR4 8Gb (1Gx8) eTT,2026-06-10,4.707
DDR5 16Gb (2Gx8) 4800/5600,2026-06-10,44.5
DDR5 16Gb (2Gx8) eTT,2026-06-10,23.0
DDR3 4Gb 512Mx8 1600/1866,2026-06-11,10.548
DDR4 16Gb (2Gx8) 3200,2026-06-11,66.25
DDR4 16Gb (2Gx8) eTT,2026-06-11,11.988
DDR4 8Gb (1Gx8) 3200,2026-06-11,36.1
DDR4 8Gb (1Gx8) eTT,2026-06-11,4.664
DDR5 16Gb (2Gx8) 4800/5600,2026-06-11,44.667
DDR5 16Gb (2Gx8) eTT,2026-06-11,23.0
DDR3 4Gb 512Mx8 1600/1866,2026-06-12,10.671
DDR4 16Gb (2Gx8) 3200,2026-06-12,67.0
DDR4 16Gb (2Gx8) eTT,2026-06-12,11.975
DDR4 8Gb (1Gx8) 3200,2026-06-12,35.9
DDR4 8Gb (1Gx8) eTT,2026-06-12,4.643
DDR5 16Gb (2Gx8) 4800/5600,2026-06-12,44.833
DDR5 16Gb (2Gx8) eTT,2026-06-12,23.0
DDR3 4Gb 512Mx8 1600/1866,2026-06-15,10.743
DDR4 16Gb (2Gx8) 3200,2026-06-15,67.5
DDR4 16Gb (2Gx8) eTT,2026-06-15,11.975
DDR4 8Gb (1Gx8) 3200,2026-06-15,35.8
DDR4 8Gb (1Gx8) eTT,2026-06-15,4.6
DDR5 16Gb (2Gx8) 4800/5600,2026-06-15,45.0
DDR5 16Gb (2Gx8) eTT,2026-06-15,23.0
DDR3 4Gb 512Mx8 1600/1866,2026-06-16,10.857
DDR4 16Gb (2Gx8) 3200,2026-06-16,68.125
DDR4 16Gb (2Gx8) eTT,2026-06-16,11.975
DDR4 8Gb (1Gx8) 3200,2026-06-16,35.8
DDR4 8Gb (1Gx8) eTT,2026-06-16,4.519
DDR5 16Gb (2Gx8) 4800/5600,2026-06-16,45.233
DDR5 16Gb (2Gx8) eTT,2026-06-16,23.2
DDR3 4Gb 512Mx8 1600/1866,2026-06-17,10.952
DDR4 16Gb (2Gx8) 3200,2026-06-17,68.5
DDR4 16Gb (2Gx8) eTT,2026-06-17,11.875
DDR4 8Gb (1Gx8) 3200,2026-06-17,35.8
DDR4 8Gb (1Gx8) eTT,2026-06-17,4.476
DDR5 16Gb (2Gx8) 4800/5600,2026-06-17,45.4
DDR5 16Gb (2Gx8) eTT,2026-06-17,23.2
DDR3 4Gb 512Mx8 1600/1866,2026-06-18,10.976
DDR4 16Gb (2Gx8) 3200,2026-06-18,69.125
DDR4 16Gb (2Gx8) eTT,2026-06-18,11.8
DDR4 8Gb (1Gx8) 3200,2026-06-18,35.9
DDR4 8Gb (1Gx8) eTT,2026-06-18,4.45
DDR5 16Gb (2Gx8) 4800/5600,2026-06-18,46.0
DDR5 16Gb (2Gx8) eTT,2026-06-18,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-22,11.152
DDR4 16Gb (2Gx8) 3200,2026-06-22,69.75
DDR4 16Gb (2Gx8) eTT,2026-06-22,11.75
DDR4 8Gb (1Gx8) 3200,2026-06-22,35.9
DDR4 8Gb (1Gx8) eTT,2026-06-22,4.407
DDR5 16Gb (2Gx8) 4800/5600,2026-06-22,46.167
DDR5 16Gb (2Gx8) eTT,2026-06-22,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-23,11.271
DDR4 16Gb (2Gx8) 3200,2026-06-23,70.634
DDR4 16Gb (2Gx8) eTT,2026-06-23,11.75
DDR4 8Gb (1Gx8) 3200,2026-06-23,35.9
DDR4 8Gb (1Gx8) eTT,2026-06-23,4.407
DDR5 16Gb (2Gx8) 4800/5600,2026-06-23,46.5
DDR5 16Gb (2Gx8) eTT,2026-06-23,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-24,11.386
DDR4 16Gb (2Gx8) 3200,2026-06-24,71.305
DDR4 16Gb (2Gx8) eTT,2026-06-24,11.675
DDR4 8Gb (1Gx8) 3200,2026-06-24,35.9
DDR4 8Gb (1Gx8) eTT,2026-06-24,4.364
DDR5 16Gb (2Gx8) 4800/5600,2026-06-24,46.667
DDR5 16Gb (2Gx8) eTT,2026-06-24,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-25,11.5
DDR4 16Gb (2Gx8) 3200,2026-06-25,71.585
DDR4 16Gb (2Gx8) eTT,2026-06-25,11.675
DDR4 8Gb (1Gx8) 3200,2026-06-25,36.0
DDR4 8Gb (1Gx8) eTT,2026-06-25,4.321
DDR5 16Gb (2Gx8) 4800/5600,2026-06-25,46.733
DDR5 16Gb (2Gx8) eTT,2026-06-25,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-26,11.571
DDR4 16Gb (2Gx8) 3200,2026-06-26,72.317
DDR4 16Gb (2Gx8) eTT,2026-06-26,11.675
DDR4 8Gb (1Gx8) 3200,2026-06-26,36.0
DDR4 8Gb (1Gx8) eTT,2026-06-26,4.3
DDR5 16Gb (2Gx8) 4800/5600,2026-06-26,46.733
DDR5 16Gb (2Gx8) eTT,2026-06-26,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-29,11.762
DDR4 16Gb (2Gx8) 3200,2026-06-29,72.988
DDR4 16Gb (2Gx8) eTT,2026-06-29,11.65
DDR4 8Gb (1Gx8) 3200,2026-06-29,36.0
DDR4 8Gb (1Gx8) eTT,2026-06-29,4.279
DDR5 16Gb (2Gx8) 4800/5600,2026-06-29,46.733
DDR5 16Gb (2Gx8) eTT,2026-06-29,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-06-30,12.038
DDR4 16Gb (2Gx8) 3200,2026-06-30,73.744
DDR4 16Gb (2Gx8) eTT,2026-06-30,11.65
DDR4 8Gb (1Gx8) 3200,2026-06-30,36.0
DDR4 8Gb (1Gx8) eTT,2026-06-30,4.257
DDR5 16Gb (2Gx8) 4800/5600,2026-06-30,46.833
DDR5 16Gb (2Gx8) eTT,2026-06-30,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-07-01,12.171
DDR4 16Gb (2Gx8) 3200,2026-07-01,74.625
DDR4 16Gb (2Gx8) eTT,2026-07-01,11.625
DDR4 8Gb (1Gx8) 3200,2026-07-01,36.1
DDR4 8Gb (1Gx8) eTT,2026-07-01,4.236
DDR5 16Gb (2Gx8) 4800/5600,2026-07-01,46.833
DDR5 16Gb (2Gx8) eTT,2026-07-01,23.3
DDR3 4Gb 512Mx8 1600/1866,2026-07-02,12.341
DDR4 16Gb (2Gx8) 3200,2026-07-02,75.5
DDR4 16Gb (2Gx8) eTT,2026-07-02,11.6
DDR4 8Gb (1Gx8) 3200,2026-07-02,36.34
DDR4 8Gb (1Gx8) eTT,2026-07-02,4.204
DDR5 16Gb (2Gx8) 4800/5600,2026-07-02,46.633
DDR5 16Gb (2Gx8) eTT,2026-07-02,23.3
DDR3 4Gb 512Mx8 1600/1866,2026-07-03,12.476
DDR4 16Gb (2Gx8) 3200,2026-07-03,76.375
DDR4 16Gb (2Gx8) eTT,2026-07-03,11.525
DDR4 8Gb (1Gx8) 3200,2026-07-03,36.54
DDR4 8Gb (1Gx8) eTT,2026-07-03,4.171
DDR5 16Gb (2Gx8) 4800/5600,2026-07-03,46.667
DDR5 16Gb (2Gx8) eTT,2026-07-03,23.25
DDR3 4Gb 512Mx8 1600/1866,2026-07-06,12.675
DDR4 16Gb (2Gx8) 3200,2026-07-06,76.625
DDR4 16Gb (2Gx8) eTT,2026-07-06,11.45
DDR4 8Gb (1Gx8) 3200,2026-07-06,36.74
DDR4 8Gb (1Gx8) eTT,2026-07-06,4.114
DDR5 16Gb (2Gx8) 4800/5600,2026-07-06,47.0
DDR5 16Gb (2Gx8) eTT,2026-07-06,23.3
DDR3 4Gb 512Mx8 1600/1866,2026-07-07,12.75
DDR4 16Gb (2Gx8) 3200,2026-07-07,77.175
DDR4 16Gb (2Gx8) eTT,2026-07-07,11.45
DDR4 8Gb (1Gx8) 3200,2026-07-07,37.14
DDR4 8Gb (1Gx8) eTT,2026-07-07,4.16
DDR5 16Gb (2Gx8) 4800/5600,2026-07-07,47.067
DDR5 16Gb (2Gx8) eTT,2026-07-07,23.3
DDR3 4Gb 512Mx8 1600/1866,2026-07-08,12.825
DDR4 16Gb (2Gx8) 3200,2026-07-08,76.925
DDR4 16Gb (2Gx8) eTT,2026-07-08,11.45
DDR4 8Gb (1Gx8) 3200,2026-07-08,37.34
DDR4 8Gb (1Gx8) eTT,2026-07-08,4.18
DDR5 16Gb (2Gx8) 4800/5600,2026-07-08,47.067
DDR5 16Gb (2Gx8) eTT,2026-07-08,23.3
DDR3 4Gb 512Mx8 1600/1866,2026-07-09,12.875
DDR4 16Gb (2Gx8) 3200,2026-07-09,77.125
DDR4 16Gb (2Gx8) eTT,2026-07-09,11.45
DDR4 8Gb (1Gx8) 3200,2026-07-09,37.4
DDR4 8Gb (1Gx8) eTT,2026-07-09,4.2
DDR5 16Gb (2Gx8) 4800/5600,2026-07-09,47.767
DDR5 16Gb (2Gx8) eTT,2026-07-09,23.5
DDR3 4Gb 512Mx8 1600/1866,2026-07-10,12.925
DDR4 16Gb (2Gx8) 3200,2026-07-10,77.625
DDR4 16Gb (2Gx8) eTT,2026-07-10,11.5
DDR4 8Gb (1Gx8) 3200,2026-07-10,37.8
DDR4 8Gb (1Gx8) eTT,2026-07-10,4.214
DDR5 16Gb (2Gx8) 4800/5600,2026-07-10,47.8
DDR5 16Gb (2Gx8) eTT,2026-07-10,23.6
DDR3 4Gb 512Mx8 1600/1866,2026-07-13,12.95
DDR4 16Gb (2Gx8) 3200,2026-07-13,78.125
DDR4 16Gb (2Gx8) eTT,2026-07-13,11.5
DDR4 8Gb (1Gx8) 3200,2026-07-13,38.5
DDR4 8Gb (1Gx8) eTT,2026-07-13,4.214
DDR5 16Gb (2Gx8) 4800/5600,2026-07-13,48.333
DDR5 16Gb (2Gx8) eTT,2026-07-13,23.6
DDR3 4Gb 512Mx8 1600/1866,2026-07-14,13.05
DDR4 16Gb (2Gx8) 3200,2026-07-14,78.375
DDR4 16Gb (2Gx8) eTT,2026-07-14,11.5
DDR4 8Gb (1Gx8) 3200,2026-07-14,39.2
DDR4 8Gb (1Gx8) eTT,2026-07-14,4.214
DDR5 16Gb (2Gx8) 4800/5600,2026-07-14,48.5
DDR5 16Gb (2Gx8) eTT,2026-07-14,23.6
DDR3 4Gb 512Mx8 1600/1866,2026-07-15,13.175
DDR4 16Gb (2Gx8) 3200,2026-07-15,79.375
DDR4 16Gb (2Gx8) eTT,2026-07-15,11.525
DDR4 8Gb (1Gx8) 3200,2026-07-15,39.8
DDR4 8Gb (1Gx8) eTT,2026-07-15,4.214
DDR5 16Gb (2Gx8) 4800/5600,2026-07-15,48.9
DDR5 16Gb (2Gx8) eTT,2026-07-15,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-16,13.175
DDR4 16Gb (2Gx8) 3200,2026-07-16,80.125
DDR4 16Gb (2Gx8) eTT,2026-07-16,11.5
DDR4 8Gb (1Gx8) 3200,2026-07-16,39.9
DDR4 8Gb (1Gx8) eTT,2026-07-16,4.214
DDR5 16Gb (2Gx8) 4800/5600,2026-07-16,49.333
DDR5 16Gb (2Gx8) eTT,2026-07-16,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-17,13.175
DDR4 16Gb (2Gx8) 3200,2026-07-17,80.2
DDR4 16Gb (2Gx8) eTT,2026-07-17,11.5
DDR4 8Gb (1Gx8) 3200,2026-07-17,40.5
DDR4 8Gb (1Gx8) eTT,2026-07-17,4.214
DDR5 16Gb (2Gx8) 4800/5600,2026-07-17,49.667
DDR5 16Gb (2Gx8) eTT,2026-07-17,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-20,13.175
DDR4 16Gb (2Gx8) 3200,2026-07-20,80.45
DDR4 16Gb (2Gx8) eTT,2026-07-20,11.5
DDR4 8Gb (1Gx8) 3200,2026-07-20,40.8
DDR4 8Gb (1Gx8) eTT,2026-07-20,4.216
DDR5 16Gb (2Gx8) 4800/5600,2026-07-20,49.767
DDR5 16Gb (2Gx8) eTT,2026-07-20,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-21,13.175
DDR4 16Gb (2Gx8) 3200,2026-07-21,81.2
DDR4 16Gb (2Gx8) eTT,2026-07-21,11.5
DDR4 8Gb (1Gx8) 3200,2026-07-21,41.1
DDR4 8Gb (1Gx8) eTT,2026-07-21,4.216
DDR5 16Gb (2Gx8) 4800/5600,2026-07-21,50.067
DDR5 16Gb (2Gx8) eTT,2026-07-21,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-22,13.25
DDR4 16Gb (2Gx8) 3200,2026-07-22,81.25
DDR4 16Gb (2Gx8) eTT,2026-07-22,11.5
DDR4 8Gb (1Gx8) 3200,2026-07-22,41.5
DDR4 8Gb (1Gx8) eTT,2026-07-22,4.216
DDR5 16Gb (2Gx8) 4800/5600,2026-07-22,50.333
DDR5 16Gb (2Gx8) eTT,2026-07-22,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-23,13.31
DDR4 16Gb (2Gx8) 3200,2026-07-23,82.125
DDR4 16Gb (2Gx8) eTT,2026-07-23,11.525
DDR4 8Gb (1Gx8) 3200,2026-07-23,41.6
DDR4 8Gb (1Gx8) eTT,2026-07-23,4.216
DDR5 16Gb (2Gx8) 4800/5600,2026-07-23,50.5
DDR5 16Gb (2Gx8) eTT,2026-07-23,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-24,13.429
DDR4 16Gb (2Gx8) 3200,2026-07-24,82.75
DDR4 16Gb (2Gx8) eTT,2026-07-24,11.525
DDR4 8Gb (1Gx8) 3200,2026-07-24,42.143
DDR4 8Gb (1Gx8) eTT,2026-07-24,4.216
DDR5 16Gb (2Gx8) 4800/5600,2026-07-24,50.833
DDR5 16Gb (2Gx8) eTT,2026-07-24,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-27,13.595
DDR4 16Gb (2Gx8) 3200,2026-07-27,84.512
DDR4 16Gb (2Gx8) eTT,2026-07-27,11.525
DDR4 8Gb (1Gx8) 3200,2026-07-27,42.077
DDR4 8Gb (1Gx8) eTT,2026-07-27,4.214
DDR5 16Gb (2Gx8) 4800/5600,2026-07-27,50.833
DDR5 16Gb (2Gx8) eTT,2026-07-27,23.62
DDR3 4Gb 512Mx8 1600/1866,2026-07-28,13.738
DDR4 16Gb (2Gx8) 3200,2026-07-28,85.0
DDR4 16Gb (2Gx8) eTT,2026-07-28,11.525
DDR4 8Gb (1Gx8) 3200,2026-07-28,42.077
DDR4 8Gb (1Gx8) eTT,2026-07-28,4.212
DDR5 16Gb (2Gx8) 4800/5600,2026-07-28,50.933
DDR5 16Gb (2Gx8) eTT,2026-07-28,23.63
DDR3 4Gb 512Mx8 1600/1866,2026-07-29,13.81
DDR4 16Gb (2Gx8) 3200,2026-07-29,84.976
DDR4 16Gb (2Gx8) eTT,2026-07-29,11.525
DDR4 8Gb (1Gx8) 3200,2026-07-29,42.041
DDR4 8Gb (1Gx8) eTT,2026-07-29,4.212
DDR5 16Gb (2Gx8) 4800/5600,2026-07-29,50.933
DDR5 16Gb (2Gx8) eTT,2026-07-29,23.63
DDR3 4Gb 512Mx8 1600/1866,2026-07-30,13.81
DDR4 16Gb (2Gx8) 3200,2026-07-30,84.976
DDR4 16Gb (2Gx8) eTT,2026-07-30,11.45
DDR4 8Gb (1Gx8) 3200,2026-07-30,42.13
DDR4 8Gb (1Gx8) eTT,2026-07-30,4.21
DDR5 16Gb (2Gx8) 4800/5600,2026-07-30,50.967
DDR5 16Gb (2Gx8) eTT,2026-07-30,23.63
DDR3 4Gb 512Mx8 1600/1866,2026-07-31,13.81
DDR4 16Gb (2Gx8) 3200,2026-07-31,85.22
DDR4 16Gb (2Gx8) eTT,2026-07-31,11.45
DDR4 8Gb (1Gx8) 3200,2026-07-31,42.112
DDR4 8Gb (1Gx8) eTT,2026-07-31,4.21
DDR5 16Gb (2Gx8) 4800/5600,2026-07-31,50.967
DDR5 16Gb (2Gx8) eTT,2026-07-31,23.63
DDR3 4Gb 512Mx8 1600/1866,2026-08-03,13.838
DDR4 16Gb (2Gx8) 3200,2026-08-03,85.707
DDR4 16Gb (2Gx8) eTT,2026-08-03,11.45
DDR4 8Gb (1Gx8) 3200,2026-08-03,42.112
DDR4 8Gb (1Gx8) eTT,2026-08-03,4.21
DDR5 16Gb (2Gx8) 4800/5600,2026-08-03,51.333
DDR5 16Gb (2Gx8) eTT,2026-08-03,23.63
DDR3 4Gb 512Mx8 1600/1866,2026-08-04,13.867
DDR4 16Gb (2Gx8) 3200,2026-08-04,85.951
DDR4 16Gb (2Gx8) eTT,2026-08-04,11.4
DDR4 8Gb (1Gx8) 3200,2026-08-04,42.112
DDR4 8Gb (1Gx8) eTT,2026-08-04,4.208
DDR5 16Gb (2Gx8) 4800/5600,2026-08-04,51.333
DDR5 16Gb (2Gx8) eTT,2026-08-04,23.64
DDR3 4Gb 512Mx8 1600/1866,2026-08-05,13.919
DDR4 16Gb (2Gx8) 3200,2026-08-05,86.683
DDR4 16Gb (2Gx8) eTT,2026-08-05,11.4
DDR4 8Gb (1Gx8) 3200,2026-08-05,42.112
DDR4 8Gb (1Gx8) eTT,2026-08-05,4.208
DDR5 16Gb (2Gx8) 4800/5600,2026-08-05,51.333
DDR5 16Gb (2Gx8) eTT,2026-08-05,23.64
DDR3 4Gb 512Mx8 1600/1866,2026-08-06,13.948
DDR4 16Gb (2Gx8) 3200,2026-08-06,86.683
DDR4 16Gb (2Gx8) eTT,2026-08-06,11.4
DDR4 8Gb (1Gx8) 3200,2026-08-06,42.237
DDR4 8Gb (1Gx8) eTT,2026-08-06,4.208
DDR5 16Gb (2Gx8) 4800/5600,2026-08-06,51.5
DDR5 16Gb (2Gx8) eTT,2026-08-06,23.64
DDR3 4Gb 512Mx8 1600/1866,2026-08-07,13.976
DDR4 16Gb (2Gx8) 3200,2026-08-07,86.268
DDR4 16Gb (2Gx8) eTT,2026-08-07,11.4
DDR4 8Gb (1Gx8) 3200,2026-08-07,42.45
DDR4 8Gb (1Gx8) eTT,2026-08-07,4.208
DDR5 16Gb (2Gx8) 4800/5600,2026-08-07,51.6
DDR5 16Gb (2Gx8) eTT,2026-08-07,23.64
DDR3 4Gb 512Mx8 1600/1866,2026-08-10,14.024
DDR4 16Gb (2Gx8) 3200,2026-08-10,86.744
DDR4 16Gb (2Gx8) eTT,2026-08-10,11.4
DDR4 8Gb (1Gx8) 3200,2026-08-10,42.45
DDR4 8Gb (1Gx8) eTT,2026-08-10,4.208
DDR5 16Gb (2Gx8) 4800/5600,2026-08-10,51.767
DDR5 16Gb (2Gx8) eTT,2026-08-10,23.64
DDR3 4Gb 512Mx8 1600/1866,2026-08-11,14.024
DDR4 16Gb (2Gx8) 3200,2026-08-11,86.866
DDR4 16Gb (2Gx8) eTT,2026-08-11,11.375
DDR4 8Gb (1Gx8) 3200,2026-08-11,42.504
DDR4 8Gb (1Gx8) eTT,2026-08-11,4.206
DDR5 16Gb (2Gx8) 4800/5600,2026-08-11,52.133
DDR5 16Gb (2Gx8) eTT,2026-08-11,23.64
DDR3 4Gb 512Mx8 1600/1866,2026-08-13,13.978
DDR4 16Gb (2Gx8) 3200,2026-08-13,87.72
DDR4 16Gb (2Gx8) eTT,2026-08-13,11.325
DDR4 8Gb (1Gx8) 3200,2026-08-13,42.61
DDR4 8Gb (1Gx8) eTT,2026-08-13,4.208
DDR5 16Gb (2Gx8) 4800/5600,2026-08-13,52.7
DDR5 16Gb (2Gx8) eTT,2026-08-13,23.65
DDR3 4Gb 512Mx8 1600/1866,2026-08-14,13.978
DDR4 16Gb (2Gx8) 3200,2026-08-14,88.207
DDR4 16Gb (2Gx8) eTT,2026-08-14,11.325
DDR4 8Gb (1Gx8) 3200,2026-08-14,42.717
DDR4 8Gb (1Gx8) eTT,2026-08-14,4.219
DDR5 16Gb (2Gx8) 4800/5600,2026-08-14,52.733
DDR5 16Gb (2Gx8) eTT,2026-08-14,23.65
DDR3 4Gb 512Mx8 1600/1866,2026-08-17,13.982
DDR4 16Gb (2Gx8) 3200,2026-08-17,88.939
DDR4 16Gb (2Gx8) eTT,2026-08-17,11.325
DDR4 8Gb (1Gx8) 3200,2026-08-17,42.895
DDR4 8Gb (1Gx8) eTT,2026-08-17,4.229
DDR5 16Gb (2Gx8) 4800/5600,2026-08-17,52.733
DDR5 16Gb (2Gx8) eTT,2026-08-17,23.65
DDR3 4Gb 512Mx8 1600/1866,2026-08-18,13.991
DDR4 16Gb (2Gx8) 3200,2026-08-18,89.427
DDR4 16Gb (2Gx8) eTT,2026-08-18,11.325
DDR4 8Gb (1Gx8) 3200,2026-08-18,42.895
DDR4 8Gb (1Gx8) eTT,2026-08-18,4.236
DDR5 16Gb (2Gx8) 4800/5600,2026-08-18,52.733
DDR5 16Gb (2Gx8) eTT,2026-08-18,23.65
DDR3 4Gb 512Mx8 1600/1866,2026-08-19,13.961
DDR4 16Gb (2Gx8) 3200,2026-08-19,90.098
DDR4 16Gb (2Gx8) eTT,2026-08-19,11.275
DDR4 8Gb (1Gx8) 3200,2026-08-19,43.073
DDR4 8Gb (1Gx8) eTT,2026-08-19,4.236
DDR5 16Gb (2Gx8) 4800/5600,2026-08-19,53.267
DDR5 16Gb (2Gx8) eTT,2026-08-19,23.65
DDR3 4Gb 512Mx8 1600/1866,2026-08-20,13.951
DDR4 16Gb (2Gx8) 3200,2026-08-20,90.585
DDR4 16Gb (2Gx8) eTT,2026-08-20,11.288
DDR4 8Gb (1Gx8) 3200,2026-08-20,43.138
DDR4 8Gb (1Gx8) eTT,2026-08-20,4.239
DDR5 16Gb (2Gx8) 4800/5600,2026-08-20,53.767
DDR5 16Gb (2Gx8) eTT,2026-08-20,23.66
DDR3 4Gb 512Mx8 1600/1866,2026-08-21,13.947
DDR4 16Gb (2Gx8) 3200,2026-08-21,91.073
DDR4 16Gb (2Gx8) eTT,2026-08-21,11.325
DDR4 8Gb (1Gx8) 3200,2026-08-21,43.288
DDR4 8Gb (1Gx8) eTT,2026-08-21,4.246
DDR5 16Gb (2Gx8) 4800/5600,2026-08-21,54.1
DDR5 16Gb (2Gx8) eTT,2026-08-21,23.7
DDR3 4Gb 512Mx8 1600/1866,2026-08-24,13.947
DDR4 16Gb (2Gx8) 3200,2026-08-24,91.317
DDR4 16Gb (2Gx8) eTT,2026-08-24,11.3
DDR4 8Gb (1Gx8) 3200,2026-08-24,43.288
DDR4 8Gb (1Gx8) eTT,2026-08-24,4.262
DDR5 16Gb (2Gx8) 4800/5600,2026-08-24,54.167
DDR5 16Gb (2Gx8) eTT,2026-08-24,23.75
DDR3 4Gb 512Mx8 1600/1866,2026-08-25,13.947
DDR4 16Gb (2Gx8) 3200,2026-08-25,90.561
DDR4 16Gb (2Gx8) eTT,2026-08-25,11.325
DDR4 8Gb (1Gx8) 3200,2026-08-25,43.377
DDR4 8Gb (1Gx8) eTT,2026-08-25,4.262
DDR5 16Gb (2Gx8) 4800/5600,2026-08-25,54.167
DDR5 16Gb (2Gx8) eTT,2026-08-25,23.75
DDR3 4Gb 512Mx8 1600/1866,2026-08-26,13.947
DDR4 16Gb (2Gx8) 3200,2026-08-26,91.049
DDR4 16Gb (2Gx8) eTT,2026-08-26,11.375
DDR4 8Gb (1Gx8) 3200,2026-08-26,43.637
DDR4 8Gb (1Gx8) eTT,2026-08-26,4.266
DDR5 16Gb (2Gx8) 4800/5600,2026-08-26,54.167
